# row col id
292.28	1283.32	-1.00
757.00	1204.14	54058.00
1012.86	690.36	54281.00
91.12	45.97	53204.00
923.99	514.23	36699.00
50.53	260.93	53216.00
93.34	195.83	53264.00
732.08	1006.99	54033.00
770.19	277.21	36509.00
874.27	20.46	-1.00
493.81	778.99	53798.00
188.61	69.68	53355.00
466.42	141.19	36123.00
617.12	1271.00	74041.00
500.79	1043.64	-1.00
491.34	649.61	53777.00
808.50	621.00	54079.00
666.70	276.90	36390.00
