,Star ID,RA,DE,Magnitude
87,12030,0.48333826,1.10697455,3.4
88,12037,0.48904818,1.1945173,5.0
89,12075,0.50579185,1.12363328,5.2
90,12297,0.63230778,1.17249891,4.6
91,12703,0.85330544,1.14269479,4.8
92,12742,0.87401588,1.12415731,5.5
93,12873,0.95030881,1.10055062,5.3
94,12890,0.96710687,1.10286381,5.0
95,12915,0.98139399,1.14098893,4.7
96,12967,1.01602707,1.06403518,5.2
97,12968,1.01661409,1.09830084,4.9
98,13074,1.10160812,1.077339,5.6
99,13097,1.1167874,1.13483233,5.4
100,13297,1.26127856,1.15646796,4.4
101,13350,1.30446033,1.05368736,4.2
102,13755,1.60492508,1.14723013,5.4
103,13771,1.61960279,1.04747191,5.6
104,13786,1.628851,1.07397628,5.3
105,13787,1.62900306,1.21022614,4.7
106,13972,1.77040921,1.18036923,5.0
107,13985,1.78165058,1.20339831,5.1
108,14455,2.128705,1.19771261,5.5
109,14572,2.20839645,1.06268522,3.5
110,14589,2.22594465,1.14000946,5.4
111,14608,2.24614443,1.13788156,5.7
112,14615,2.25088977,1.12581891,4.8
113,14702,2.32286489,1.13092391,5.6
114,14741,2.34775678,1.18379482,5.0
115,14768,2.37378581,1.1706954,5.3
116,14787,2.38245668,1.17529342,4.9
117,14795,2.38594661,1.11210058,4.7
118,14818,2.40161894,1.07566198,5.2
119,14907,2.4766633,1.10447882,3.8
120,14965,2.522009,1.21242079,5.7
121,15134,2.68094623,1.14072577,5.7
122,15162,2.70766294,1.14877799,4.9
123,15260,2.78622785,1.15154987,5.1
124,15268,2.79042224,1.21018406,5.2
125,15383,2.88267088,1.08247647,2.0
126,15531,3.00396952,1.21487565,4.1
127,15541,3.00863537,1.07092836,5.5
128,15566,3.02438609,1.21477132,5.4
129,15605,3.05302375,1.16974963,5.5
130,15815,-3.01972249,1.21261981,5.3
131,15901,-2.94290182,1.17047025,5.7
132,15940,-2.90819456,1.1468446,5.3
133,15959,-2.8883706,1.16704296,5.5
134,16079,-2.76364822,1.05075061,5.4
135,16141,-2.70551646,1.13576201,5.7
136,16198,-2.66175625,1.13393629,4.8
137,16272,-2.60476115,1.12773272,3.6
138,16304,-2.56942696,1.21591742,5.4
139,16557,-2.37024423,1.1542065,4.9
140,16659,-2.294873,1.17873065,5.2
141,16847,-2.1559306,1.09525742,5.1
142,16961,-2.06743791,1.18580724,5.4
143,17061,-1.99877883,1.20820607,5.4
144,17072,-1.99353187,1.07878636,5.6
145,17073,-1.99269505,1.07559357,2.9
146,17106,-1.97191923,1.20211889,5.0
147,17187,-1.91739362,1.1289415,5.0
148,17280,-1.85115393,1.13814472,4.8
149,17364,-1.79491507,1.14800966,3.2
150,17390,-1.7797691,1.09835601,5.5
151,17525,-1.69227538,1.18973859,5.2
152,17545,-1.6821892,1.08057896,5.3
153,17575,-1.67010933,1.20045918,4.9
154,17827,-1.51142444,1.12364486,5.0
155,17887,-1.45804616,1.14375702,5.0
156,18221,-1.25425003,1.17938215,3.2
157,18298,-1.21991998,1.14525189,4.6
158,18395,-1.16736455,1.21433275,4.8
159,18657,-1.04305341,1.12889137,5.4
160,18675,-1.03585822,1.18212707,4.7
161,18896,-0.92177542,1.09651435,4.3
162,19018,-0.85401228,1.07589299,3.6
163,19228,-0.74664676,1.19182644,5.2
164,19301,-0.7095359,1.08861877,2.6
165,19312,-0.70539939,1.12851986,5.2
166,19540,-0.62579725,1.07958955,4.9
167,19623,-0.59339237,1.06272371,4.5
168,19752,-0.54436433,1.10631345,4.9
169,19826,-0.51338569,1.1237093,4.6
170,19848,-0.50787394,1.08273658,5.2
171,20189,-0.36271948,1.10521545,5.2
172,20267,-0.31462438,1.15082066,3.7
173,20553,-0.18954057,1.18399316,4.9
174,20613,-0.16316428,1.08224638,5.2
175,20852,-0.06324825,1.17860344,5.0
176,21132,0.02834233,1.02754694,2.4
177,21488,0.12654089,0.94678057,4.9
178,21550,0.14548091,0.9406165,5.1
179,21565,0.14910443,0.93588152,3.7
180,21608,0.16430189,0.98198332,2.5
181,21636,0.17132007,0.87682976,4.9
182,21728,0.20065979,0.88481149,5.0
183,21731,0.20097795,1.00445226,3.6
184,21831,0.22696641,1.02455205,5.0
185,21854,0.23417229,1.02819775,4.8
186,22069,0.29689171,0.95791582,4.5
187,22267,0.3600831,1.04678236,2.8
188,22396,0.39551074,1.02933057,4.9
189,22553,0.43856903,0.8803049,4.2
190,22858,0.51904173,0.94678784,5.0
191,23318,0.62078991,0.87360051,4.9
192,23654,0.72881569,0.97196625,4.0
193,23684,0.7448088,0.91733487,4.1
194,23788,0.79045925,0.93047522,3.1
195,23790,0.79310437,0.98630684,5.1
196,24053,0.89448605,1.0431496,4.4
197,24060,0.89842271,1.02463631,4.8
198,24063,0.89960793,0.96483173,5.0
199,24383,1.04837878,1.03007359,5.1
200,24411,1.05962604,0.87646237,4.3
201,24511,1.10307565,0.93354952,5.1
202,24530,1.11035251,0.87571381,4.6
203,24742,1.20412142,0.92471481,5.3
204,24828,1.23843787,0.98909317,5.4
205,24928,1.27963135,0.93679627,4.4
206,25000,1.31678889,1.02808818,5.3
207,25018,1.32101746,0.89943177,5.0
208,25160,1.39267174,1.00353581,5.3
209,25446,1.52926826,1.04509923,5.3
210,25449,1.5300149,0.97211228,4.9
211,25501,1.55076272,0.94742357,3.9
212,25596,1.59511058,1.02878365,5.4
213,25664,1.63717331,1.03029811,4.4
214,25680,1.64806155,0.9333554,5.4
215,25732,1.66875926,1.02009593,5.5
216,25938,1.753282,1.03838315,4.9
217,25946,1.75653064,0.9987411,5.5
218,26011,1.78320436,1.03865363,5.4
219,26050,1.80184346,1.02085724,4.5
220,26247,1.88302002,1.04246999,5.3
221,26311,1.91460372,0.96652809,5.6
222,26473,2.00183703,1.02677245,5.0
223,26487,2.00839096,0.8823355,5.3
224,26686,2.11492505,0.9015106,4.9
225,26755,2.15417641,1.04242417,5.5
226,26818,2.18180425,0.93170136,5.6
227,26934,2.24557393,0.93509995,5.7
228,27135,2.37956125,0.90421761,4.5
229,27184,2.40917054,0.99396768,5.5
230,27190,2.4111888,0.94648813,4.9
231,27288,2.48502081,0.90593826,3.3
232,27297,2.49324968,0.91237188,4.6
233,27376,2.54382794,1.0011005,5.4
234,27400,2.5632416,1.03454542,3.9
235,27407,2.56876411,0.94769725,4.5
236,27429,2.58510818,0.87365878,5.3
237,27463,2.60243813,0.99574646,5.7
238,27502,2.6236478,0.94482686,5.7
239,27669,2.73772682,0.98153269,4.8
240,27694,2.75742751,1.00078702,5.2
241,27723,2.77509155,0.94125418,5.7
242,27792,2.82860066,1.03997315,5.7
243,27814,2.83859522,0.95733782,5.4
244,27875,2.87472099,0.98874415,2.4
245,28141,3.07291541,0.97575027,5.4
246,28178,3.10323658,0.94200258,2.5
247,28314,-3.08504515,1.0002528,3.4
248,28345,-3.06116642,1.01477481,5.7
249,28365,-3.04734043,0.90476196,5.0
250,28404,-3.02104457,1.02417007,5.4
251,28443,-2.99271606,1.04304425,5.5
252,28552,-2.91542095,0.98141386,1.7
253,28600,-2.8859491,0.98847585,4.9
254,28736,-2.78416987,0.96317672,2.4
255,28737,-2.784105,0.96311452,4.0
256,28750,-2.77845675,0.96426043,4.0
257,28802,-2.73928945,0.97047617,5.5
258,28831,-2.71584619,0.92805187,5.3
259,28842,-2.71030986,0.95878218,4.8
260,28884,-2.68462508,0.95438148,5.5
261,28927,-2.65285165,0.94202343,5.6
262,29045,-2.56697805,0.90797627,4.6
263,29070,-2.5551858,0.90054107,4.9
264,29136,-2.51548414,0.90898842,4.1
265,29164,-2.50066469,0.87384937,5.6
266,29226,-2.4580103,0.94664516,5.5
267,29314,-2.39909853,1.03841122,5.7
268,29406,-2.33504306,0.95553446,5.2
269,29486,-2.27498032,0.90997681,5.5
270,29519,-2.25229351,1.03219819,3.5
271,29627,-2.17519038,0.91661168,5.5
272,29726,-2.10923039,0.95801724,5.0
273,29764,-2.09026238,1.02447768,4.1
274,29873,-2.02276737,1.04502825,5.6
275,30025,-1.93298006,0.97935122,5.4
276,30075,-1.90090767,0.99257985,4.9
277,30238,-1.81388018,0.95182476,5.1
278,30428,-1.70474969,0.91346485,3.0
279,30446,-1.69651144,0.96373237,5.0
280,30449,-1.69611685,0.96353238,5.0
281,30537,-1.6452317,0.93937174,5.7
282,30590,-1.62370081,0.88648948,5.2
283,30630,-1.60281583,0.99274173,3.9
284,30652,-1.59068027,0.89874048,2.4
285,30948,-1.46966373,1.02575182,4.9
286,31038,-1.43243113,0.99495703,5.0
287,31050,-1.42763801,0.9130371,5.4
288,31118,-1.38900726,0.96845232,5.1
289,31217,-1.35061016,1.03544741,4.9
290,31218,-1.35060478,1.0354477,4.8
291,31240,-1.34396234,0.88392549,5.0
292,31310,-1.31348766,0.88072451,5.2
293,31536,-1.23941749,0.92983327,4.0
294,31701,-1.1848841,0.90098255,3.9
295,31814,-1.15584618,0.87448811,4.6
296,32041,-1.09356425,0.9225888,5.2
297,32084,-1.08095192,1.00167835,5.0
298,32113,-1.07191031,0.912903,4.8
299,32121,-1.06914767,1.02471606,5.1
300,32377,-0.9938096,0.98461266,4.3
301,32861,-0.85472925,1.00181472,4.6
302,33664,-0.609487,0.88943482,4.8
303,33692,-0.60224759,1.02189343,4.0
304,34136,-0.48382447,1.01149345,3.6
305,34226,-0.46606116,0.9912374,4.2
306,34394,-0.42940066,0.90718816,4.6
307,34507,-0.40444158,1.01506294,4.0
308,34541,-0.39607643,0.87310076,3.9
309,34627,-0.36951434,0.89511998,4.8
310,35146,-0.24220159,1.03235067,4.9
311,35477,-0.14087904,1.01705814,4.9
312,35762,-0.06718833,1.01880774,5.1
313,35878,-0.03545766,0.99869931,4.8
314,35937,-0.01805796,0.89203962,4.8
315,35946,-0.01544055,0.96825044,4.9
316,36122,0.03365169,0.7992587,5.1
317,36389,0.11140495,0.77000824,5.2
318,36508,0.14856083,0.7716648,5.4
319,36601,0.17754523,0.81596712,5.0
320,36619,0.18294353,0.83795197,4.7
321,36698,0.205282,0.71221665,4.4
322,36949,0.28419865,0.76229616,5.2
323,36971,0.29054831,0.81988199,4.3
324,37154,0.34638263,0.79006629,5.0
325,37227,0.36936658,0.78800428,5.0
326,37361,0.40950821,0.71831028,4.2
327,37374,0.41412562,0.84431592,3.8
328,37405,0.42036132,0.77025957,5.2
329,37417,0.42594005,0.70379757,4.9
330,37433,0.43079199,0.73938236,5.1
331,37733,0.52717503,0.73462368,2.3
332,37734,0.52723248,0.73464472,5.1
333,37866,0.56755649,0.76791447,5.1
334,37947,0.59359114,0.82293113,5.1
335,38287,0.701497,0.85553349,4.2
336,38591,0.80680434,0.711476,2.9
337,38596,0.80915711,0.86261264,4.2
338,38608,0.81206941,0.7796299,4.0
339,38749,0.86430218,0.75311907,5.0
340,38786,0.87589647,0.86716703,1.9
341,38848,0.89223174,0.85329501,4.9
342,38871,0.89788748,0.86110206,4.7
343,38889,0.90337348,0.83469324,4.5
344,38979,0.92906146,0.83824969,4.3
345,39052,0.95711246,0.83129228,3.1
346,39077,0.96773279,0.74041046,3.9
347,39335,1.06910951,0.83044598,4.0
348,39403,1.09614008,0.84272122,4.3
349,39408,1.09728225,0.70439758,4.9
350,39482,1.1254219,0.809508,4.9
351,39638,1.1921417,0.71844816,4.5
352,39698,1.21890211,0.75523805,5.3
353,39954,1.30190873,0.76360753,3.5
354,39965,1.30453764,0.71567124,3.9
355,40025,1.32210247,0.7185345,3.3
356,40185,1.36568131,0.80196929,0.2
357,40232,1.37715285,0.69912319,4.9
358,40268,1.3886878,0.72879495,5.1
359,40749,1.55273065,0.78443188,2.1
360,40755,1.55431454,0.80170958,4.6
361,41075,1.66263556,0.86072323,5.1
362,41238,1.72683626,0.74237643,5.1
363,41287,1.74291096,0.7779762,5.2
364,41329,1.75901599,0.7614762,5.3
365,41345,1.76212776,0.85250001,5.3
366,41379,1.77688482,0.7302859,5.0
367,41462,1.80629471,0.78821357,4.8
368,41643,1.88551003,0.82607985,5.5
369,41680,1.89690412,0.86491774,4.8
370,41707,1.90972262,0.79103223,5.6
371,41737,1.92283782,0.71158126,5.3
372,41763,1.93272286,0.86067354,4.5
373,41796,1.9422853,0.8427779,5.6
374,41807,1.94666462,0.86878898,5.4
375,42057,2.05546344,0.83245593,5.7
376,42318,2.1791275,0.75660426,4.4
377,42489,2.25832618,0.80304291,5.5
378,42575,2.30644942,0.76644748,5.2
379,42629,2.33784135,0.84193738,3.1
380,42641,2.34485532,0.73272699,4.1
381,42660,2.35715922,0.82651419,3.7
382,42681,2.36475126,0.85050753,5.6
383,42758,2.40218901,0.75791369,5.3
384,42957,2.50999153,0.70625257,5.2
385,43045,2.55417614,0.80730268,5.2
386,43114,2.59455994,0.72072804,5.2
387,43267,2.67946969,0.75336914,3.5
388,43309,2.70245829,0.72870526,3.2
389,43378,2.75029573,0.71005923,4.8
390,43443,2.79522538,0.81100554,5.3
391,43511,2.84099657,0.75846172,4.8
392,43556,2.86527418,0.71030911,5.1
393,43561,2.86836574,0.79926854,5.7
394,43628,2.90972443,0.78138686,3.1
395,43718,2.96744894,0.76370915,5.1
396,43836,3.03549773,0.7662487,5.5
397,43885,3.0692364,0.83874784,3.9
398,44001,3.13975913,0.75612923,5.1
399,44126,-3.06586834,0.85977479,5.6
400,44229,-3.00470873,0.72656166,4.3
401,44316,-2.95490903,0.7978476,5.4
402,44464,-2.86397891,0.79474406,5.7
403,44518,-2.829829,0.70541186,5.0
404,44530,-2.8218207,0.71765704,5.7
405,44548,-2.81302373,0.71271121,4.7
406,44555,-2.80946406,0.87169684,5.1
407,44569,-2.8009174,0.70533026,5.7
408,44667,-2.73836436,0.85994239,4.6
409,44741,-2.68735616,0.72149909,5.7
410,44751,-2.68094978,0.86502459,1.9
411,44900,-2.59211683,0.7695435,5.4
412,44904,-2.5899812,0.86732038,5.4
413,44964,-2.55480067,0.80838774,4.3
414,45152,-2.45665789,0.7787585,5.4
415,45336,-2.35592804,0.70837484,3.6
416,45356,-2.34686578,0.83510766,4.9
417,45369,-2.33973283,0.84375107,5.6
418,45579,-2.22908492,0.71562979,5.1
419,45589,-2.22533297,0.71677405,5.0
420,45642,-2.19898817,0.707125,5.4
421,45771,-2.13390585,0.74334441,4.6
422,45787,-2.12510467,0.75543532,5.5
423,45864,-2.08899214,0.80589943,4.6
424,45910,-2.06301524,0.78653389,4.3
425,46027,-2.01482946,0.81038352,3.9
426,46107,-1.97659686,0.73287694,5.0
427,46146,-1.96227585,0.79767103,5.5
428,46160,-1.95263625,0.74244891,4.3
429,46209,-1.93126157,0.85565397,5.1
430,46304,-1.8859558,0.80406378,4.9
431,46523,-1.79799092,0.71276886,5.1
432,46837,-1.67849288,0.84847242,5.5
433,46871,-1.66656661,0.80341035,3.8
434,47036,-1.60713712,0.69841672,5.1
435,47236,-1.54474227,0.75842303,5.1
436,47341,-1.50932037,0.73550361,5.4
437,47416,-1.4823802,0.85687885,5.1
438,47918,-1.33599659,0.7658384,4.3
439,48010,-1.30889578,0.81791438,5.1
440,48717,-1.1375496,0.79247455,5.0
441,48795,-1.11957991,0.78553503,3.0
442,49336,-0.99459456,0.81312892,4.0
443,49384,-0.98643922,0.83007709,4.2
444,49527,-0.95804562,0.69980227,2.3
445,49711,-0.92280357,0.85141995,4.9
446,49940,-0.87386169,0.78715862,1.3
447,50098,-0.84110463,0.80159307,4.9
448,50120,-0.8364318,0.76567885,5.1
449,50179,-0.82259337,0.77138588,4.7
450,50273,-0.80587537,0.71512854,4.0
451,50334,-0.79358702,0.82597746,4.9
452,50423,-0.77182903,0.76319045,3.9
453,50455,-0.76411824,0.82810162,4.9
454,50689,-0.71303019,0.76331606,5.1
455,51034,-0.64534799,0.79185734,4.2
456,51100,-0.63293579,0.70141656,5.1
457,51292,-0.58929878,0.85656566,4.3
458,51903,-0.44088936,0.80781372,4.7
459,51969,-0.4254949,0.85909319,4.6
460,52054,-0.40385937,0.82816673,4.6
461,52078,-0.40000931,0.74816399,4.5
462,52250,-0.35641215,0.76820405,4.6
463,52316,-0.34096686,0.7252962,5.2
464,52435,-0.30642257,0.75130044,5.2
465,52511,-0.28752051,0.72146084,5.5
466,52515,-0.28695379,0.86334888,5.1
467,52525,-0.28422918,0.84502957,5.2
468,52608,-0.26348122,0.73403274,3.6
469,52622,-0.26050101,0.74156553,5.1
470,52648,-0.2533733,0.86882437,4.9
471,52786,-0.21706667,0.85753005,4.6
472,52870,-0.19452189,0.85070577,5.0
473,53038,-0.15399599,0.74414648,5.6
474,53203,-0.10860892,0.80611823,4.0
475,53215,-0.10613019,0.75033751,4.3
476,53263,-0.09626515,0.76893951,4.3
477,53354,-0.07178575,0.80534122,5.1
478,53776,0.06314449,0.67027867,4.4
479,53797,0.06853901,0.63718941,4.5
480,53827,0.08063349,0.65784698,5.2
481,54032,0.14923919,0.58371446,4.5
482,54037,0.15126617,0.61304103,5.6
483,54057,0.15990547,0.53385642,3.5
484,54078,0.16755496,0.68389917,5.4
485,54280,0.23548565,0.66721508,3.9
486,54373,0.262115,0.55041329,5.5
487,54470,0.2920122,0.61707929,2.4
488,54492,0.29822485,0.54383306,5.0
489,54654,0.352588,0.65370696,5.5
490,55217,0.52375775,0.57672699,5.4
491,55288,0.54742638,0.65664523,4.8
492,55305,0.55222065,0.60653353,3.1
493,55346,0.56488738,0.52481517,5.4
494,55396,0.58019995,0.5781838,5.3
495,55419,0.58465723,0.59335188,5.1
496,55426,0.58614054,0.5867286,4.1
497,55792,0.69413069,0.69784794,5.0
498,55927,0.73049782,0.66521731,4.3
499,55945,0.73489525,0.60834033,4.7
500,55974,0.74414354,0.6655849,5.3
501,56030,0.76028841,0.55386608,5.2
502,56046,0.76600139,0.68877805,4.6
503,56051,0.76774788,0.61058773,5.0
504,56137,0.79396446,0.67453514,3.7
505,56223,0.82053506,0.68806401,4.8
506,56339,0.8534455,0.59413102,4.9
507,56645,0.95643877,0.59002974,5.0
508,56672,0.96506513,0.56080081,3.9
509,56726,0.98775543,0.57490627,5.1
510,56798,1.00785195,0.55391199,2.9
511,56839,1.02315798,0.69581691,3.0
512,56855,1.02849527,0.62219291,4.0
513,57170,1.12206316,0.6012286,5.1
514,57228,1.14719067,0.54677466,5.3
515,57446,1.25026567,0.65278756,5.1
516,57474,1.26222613,0.63915038,5.0
517,57521,1.28165215,0.57750977,2.9
518,57547,1.29092145,0.66002525,5.0
519,57754,1.35264159,0.67068286,4.8
520,57798,1.36199619,0.56953124,5.1
521,57852,1.3739805,0.58156795,4.8
522,57905,1.3819336,0.59180188,5.2
523,57980,1.40172192,0.65171879,5.2
524,58163,1.43758728,0.56124689,4.9
525,58464,1.5084358,0.68358002,4.6
526,58495,1.51681687,0.65089073,5.0
527,58501,1.51853434,0.68305143,4.2
528,58635,1.55469764,0.64945665,2.7
529,58748,1.58448327,0.67176453,5.3
530,59127,1.68142483,0.53277703,5.0
531,59279,1.71526865,0.67173893,5.1
532,59318,1.72498861,0.6972154,5.3
533,59569,1.78675698,0.59382195,3.6
534,59772,1.84524419,0.60304592,5.6
535,59857,1.86732086,0.52934212,4.5
536,59865,1.86845627,0.68773153,5.1
537,60009,1.9142156,0.64326762,5.2
538,60117,1.94559481,0.55650948,4.2
539,60197,1.96965163,0.55850085,1.6
540,60203,1.97209523,0.54229794,5.3
541,60242,1.98648482,0.61369956,5.6
542,60246,1.98926033,0.60564452,4.9
543,60327,2.02162259,0.65694712,5.5
544,60339,2.02582651,0.58538639,5.3
545,61124,2.31778955,0.53703975,5.6
546,61145,2.32941701,0.57777617,5.5
547,61176,2.3408287,0.56922406,5.6
548,61253,2.37083424,0.67462919,4.7
549,61305,2.38948083,0.54398524,5.3
550,61390,2.42486905,0.64604119,3.8
551,61413,2.43479722,0.60397395,3.3
552,61539,2.48056193,0.61654396,5.5
553,61569,2.49218248,0.63915111,4.6
554,61577,2.49561103,0.69541805,5.0
555,61593,2.50346691,0.54780601,5.7
556,61807,2.60985011,0.56148042,5.6
557,61873,2.63756796,0.61940489,4.5
558,62037,2.7185831,0.59430934,4.8
559,62052,2.72706882,0.64514583,4.4
560,62172,2.77468606,0.5626335,4.8
561,62235,2.80600512,0.54011269,5.4
562,62296,2.83843123,0.60187495,3.9
563,62313,2.84914195,0.58947293,5.2
564,62353,2.87125876,0.68907436,5.1
565,62483,2.94750928,0.5552032,3.9
566,62485,2.9486572,0.58237061,3.7
567,62490,2.95140427,0.67125547,4.8
568,62571,2.99490515,0.69136569,5.3
569,62654,3.04743811,0.60186167,5.5
570,62657,3.04984187,0.55890509,5.7
571,62801,3.1376776,0.63392913,5.6
572,62927,-3.08054103,0.58190557,5.1
573,62999,-3.03953852,0.68584075,5.2
574,63069,-3.00550947,0.58509666,5.4
575,63255,-2.90741287,0.67342472,5.4
576,63256,-2.90732015,0.67348775,2.9
577,63287,-2.88902939,0.54200012,5.1
578,63337,-2.86493811,0.62947021,5.1
579,63622,-2.7377004,0.65341549,5.0
580,63647,-2.72602975,0.63789341,4.9
581,63738,-2.68414039,0.67705079,5.6
582,63792,-2.6634333,0.60547615,5.0
583,64052,-2.54869325,0.62377035,4.8
584,64201,-2.48851618,0.5338969,3.8
585,64202,-2.48681514,0.67240807,3.0
586,64354,-2.40628885,0.65408449,5.5
587,64448,-2.36624096,0.68875322,5.6
588,64588,-2.29735384,0.58469112,3.5
589,64655,-2.2697756,0.57790794,5.4
590,64672,-2.26396452,0.53175504,5.0
591,64685,-2.25758375,0.65539775,4.5
592,64768,-2.22131718,0.55024641,4.2
593,64789,-2.21040626,0.683734,5.4
594,64833,-2.19259968,0.64223065,5.1
595,64947,-2.14088186,0.62502737,4.8
596,65023,-2.09818871,0.58387164,5.4
597,65107,-2.06323581,0.63908435,4.9
598,65164,-2.03852624,0.59313376,5.4
599,65253,-2.00648744,0.54117332,4.7
600,65258,-2.00450584,0.59024926,5.3
601,65484,-1.92248111,0.55313421,3.0
602,65503,-1.91471497,0.68096348,3.6
603,65626,-1.87156381,0.55472217,5.4
604,65715,-1.83968821,0.54103229,3.9
605,65735,-1.83365177,0.5871195,5.3
606,65811,-1.80528473,0.62830244,5.4
607,65889,-1.7745481,0.64340511,3.4
608,65912,-1.76506609,0.57862542,4.6
609,65920,-1.76302318,0.65175472,4.8
610,66000,-1.73679582,0.64910225,4.5
611,66484,-1.59463584,0.65024025,4.0
612,66523,-1.58568579,0.52695504,4.5
613,66647,-1.54843219,0.53326092,5.2
614,66736,-1.52707786,0.54788668,5.0
615,66868,-1.49178723,0.62903295,4.3
616,66942,-1.47226754,0.68903587,5.0
617,67173,-1.41701427,0.67607113,0.1
618,67309,-1.38456438,0.69144171,5.1
619,67314,-1.38438606,0.69044251,4.5
620,67320,-1.38295969,0.65540158,4.3
621,67450,-1.36034342,0.58125529,3.9
622,67451,-1.36034291,0.58125549,3.8
623,67558,-1.34061597,0.64287715,4.5
624,67662,-1.32177463,0.56932281,3.3
625,67834,-1.28485067,0.56586541,5.0
626,68009,-1.2563978,0.68170665,4.5
627,68064,-1.2451573,0.66398642,4.5
628,68446,-1.17848092,0.59944303,4.9
629,68636,-1.14580763,0.52424411,4.8
630,68942,-1.09675878,0.57223427,4.2
631,69100,-1.07305714,0.66938298,4.9
632,69115,-1.07150663,0.60998404,4.0
633,69517,-1.01417505,0.64038598,4.8
634,69772,-0.9776389,0.66107036,4.9
635,69949,-0.95180919,0.55898964,4.6
636,70094,-0.92785688,0.52710083,4.1
637,70202,-0.90776086,0.61223857,4.9
638,70466,-0.85697309,0.53295801,4.3
639,70473,-0.85439916,0.58960689,2.6
640,70504,-0.84884589,0.63366094,4.5
641,71069,-0.73824831,0.52396486,3.4
642,71120,-0.7295797,0.66027881,3.8
643,71164,-0.71798838,0.68389515,4.3
644,71172,-0.71619913,0.60538621,4.4
645,71357,-0.67494325,0.644004,5.2
646,71479,-0.64258368,0.66862041,5.0
647,72063,-0.49301981,0.57469218,5.6
648,72076,-0.48972571,0.57477556,4.4
649,72131,-0.47742951,0.59965145,5.4
650,72154,-0.47242376,0.68881576,4.6
