Star ID,RA,DE,Magnitude
95364,1.61080997,0.28175844,4.9
95658,1.66947499,0.25745619,4.7
95911,1.7227415,0.28699709,1.9
96050,1.75042693,0.23178157,4.6
96073,1.75616237,0.22604103,3.4
96264,1.79691945,0.23113357,4.7
96745,1.89900535,0.29028762,3.6
96951,1.95046515,0.21138681,4.9
98086,2.27698179,0.32008286,4.2
98266,2.33766834,0.21035615,4.3
98708,2.5241103,0.17664012,3.8
98954,2.63810393,0.29683285,3.6
98963,2.64091085,0.17878159,4.6
98966,2.64291187,0.2131461,1.3
99511,2.93048534,0.27407186,3.4
99586,2.97281423,0.18858069,4.0
99808,3.0827318,0.25920951,2.2
100052,-3.06221798,0.31536291,4.9
100383,-2.8811597,0.19595636,3.0
100442,-2.84682683,0.31055346,4.5
100705,-2.68394484,0.30901486,4.5
100724,-2.67443592,0.28004128,4.3
100765,-2.65157924,0.32546197,2.8
100943,-2.55961625,0.3393257,0.2
101137,-2.45055244,0.29027846,4.9
101144,-2.44887583,0.24333031,3.9
101183,-2.43078047,0.29976132,4.7
101249,-2.40384313,0.33697945,4.6
101623,-2.21477329,0.18683662,4.2
101681,-2.18463022,0.34610175,4.5
101724,-2.16474132,0.271871,3.7
101751,-2.15335697,0.31930396,4.3
101825,-2.11996016,0.276173,3.9
102106,-2.00838404,0.33631195,3.8
102152,-1.99357593,0.24691192,4.5
102233,-1.96234901,0.20235381,4.9
102457,-1.86907374,0.17883051,4.3
102583,-1.81925544,0.22354313,4.9
102679,-1.77863973,0.252129,3.5
102931,-1.69030076,0.21982383,2.1
103284,-1.58026669,0.29238304,4.7
104092,-1.37526854,0.31633142,4.4
104317,-1.32055108,0.26178198,4.2
104460,-1.29542351,0.24064144,3.0
104989,-1.16769457,0.34318206,4.9
105119,-1.14380064,0.31237132,4.4
105132,-1.13969061,0.30296952,4.5
105222,-1.11752653,0.18308688,2.8
105258,-1.11196169,0.32130876,3.8
105499,-1.06232823,0.33781076,3.7
106229,-0.91270538,0.19429311,4.0
106273,-0.90333893,0.25308355,4.7
106315,-0.89359359,0.25167798,3.7
106356,-0.88438203,0.27461932,3.9
106424,-0.8677622,0.25995075,4.5
106475,-0.85373972,0.27825794,4.5
106476,-0.85373907,0.2782577,4.5
107072,-0.69912457,0.34190404,4.3
107364,-0.60151797,0.2987961,4.5
107853,-0.44045463,0.20861353,4.9
108102,-0.3535749,0.18447835,3.6
108164,-0.33077028,0.20797169,4.3
108377,-0.25190475,0.26068,2.6
108637,-0.14563252,0.2178967,4.7
109473,0.2010847,0.12764141,4.5
109626,0.26330473,0.13301843,4.5
110064,0.43120971,0.09137346,4.7
110109,0.44832913,0.15545376,4.5
110205,0.48417144,0.05133925,4.8
110290,0.52122747,0.04403582,4.3
110407,0.56874077,0.15032792,4.5
110542,0.63484832,0.14376253,4.3
110664,0.68467704,0.00198774,4.0
110706,0.70121491,0.05281584,3.6
110722,0.70788388,0.17286042,4.4
110888,0.77244427,0.15200625,4.7
110919,0.78392512,0.06797645,2.8
111171,0.88190913,0.15453557,3.8
111194,0.89210534,0.16684945,3.8
111291,0.93513979,0.00426413,4.4
111578,1.04934896,0.10213798,3.9
111695,1.10311747,0.15304157,4.3
112105,1.25281116,0.12000234,3.3
112123,1.25613144,0.15386842,4.4
112141,1.25899479,0.09636322,3.8
112196,1.27253855,0.04119578,3.9
112280,1.2913444,0.0286042,4.7
112527,1.35557411,0.04892585,4.6
112733,1.4056431,0.03145394,4.7
112739,1.40694104,0.110061,1.7
112774,1.414657,0.05330192,4.7
112848,1.4316373,0.10317669,4.3
112913,1.44894465,0.16506291,4.5
112920,1.45028957,0.17282808,3.7
112957,1.45803461,0.16170868,4.4
113000,1.46844812,0.0714644,4.5
113270,1.53791208,0.12914428,0.6
113388,1.56918693,0.16840798,4.2
113809,1.66293881,0.08063266,4.5
114033,1.70256564,0.1286519,4.5
114257,1.7375792,0.17354885,4.7
114427,1.76824914,0.04308273,4.7
115455,1.93923221,0.14646168,3.1
115477,1.94360208,0.15757511,4.6
115755,1.99266547,0.09345661,0.5
116259,2.0929302,0.04316636,4.5
116568,2.15462947,0.16303184,3.8
116964,2.24715462,0.10261373,4.2
116987,2.25210532,0.06140398,4.5
117049,2.27159665,0.06247144,4.3
117111,2.28694529,0.1152519,3.5
117145,2.29417095,0.10513219,4.4
117263,2.3245671,0.1071111,3.3
117526,2.40752303,0.04409201,3.8
117820,2.51260872,0.08510226,4.8
118043,2.60740076,0.14459937,4.9
118354,2.74967621,0.16693211,3.9
118647,2.8904325,0.13276186,4.7
118803,2.96076855,0.11001906,4.1
119034,3.06867717,0.11885072,4.2
119075,3.08962454,0.03571918,3.8
119163,3.13421981,0.12030719,4.6
119212,-3.12997865,0.15726551,4.2
119673,-2.90997392,0.06403225,3.7
120003,-2.74192956,0.06833139,4.9
120237,-2.62192507,0.03116605,4.3
120338,-2.57554238,0.04614486,4.9
120647,-2.42723789,0.0366954,3.8
120808,-2.35457453,0.03990642,4.6
121156,-2.17379659,0.11487141,2.8
121185,-2.16414798,0.13104853,4.4
121217,-2.14535558,0.08075469,3.8
121539,-2.00914711,0.01998581,4.8
121657,-1.97052464,0.03651161,3.9
121961,-1.8531063,0.16495693,3.4
122386,-1.72773815,0.07299413,4.4
122670,-1.65369648,0.08005166,2.9
122753,-1.63457217,0.04755188,3.7
123004,-1.580461,0.076269,4.8
123012,-1.57891588,0.05117989,4.0
123034,-1.57422152,0.02277296,4.4
123106,-1.55802575,0.04380107,4.1
123139,-1.54935859,0.15229835,4.7
123141,-1.54907745,0.16677077,3.7
123376,-1.49064215,0.05852404,4.9
124067,-1.33634216,0.07220451,4.5
124602,-1.20874253,0.05259734,3.4
124627,-1.20445084,0.00414438,4.9
124798,-1.17091579,0.12690914,4.6
125121,-1.09806007,0.1524531,0.9
125158,-1.0911562,0.01528729,4.0
125209,-1.08287251,0.14539848,4.9
125234,-1.07836737,0.1096156,3.9
126592,-0.7508858,0.17329578,4.8
126642,-0.73284397,0.17110025,4.6
126661,-0.72726124,0.08796629,4.1
127028,-0.60331988,0.1683355,2.5
127284,-0.50982216,0.08400934,4.9
127339,-0.490103,0.10386711,3.7
127519,-0.42445083,0.01960039,4.6
127539,-0.41308896,0.07756733,4.9
127933,-0.2559913,0.06196767,4.6
127975,-0.24223548,0.15950613,4.7
128084,-0.19821624,0.05251332,3.9
128185,-0.15547342,0.01713288,4.9
128195,-0.15083971,0.10653664,4.5
128309,-0.09871269,0.09346529,4.3
128335,-0.08947459,0.02626391,4.6
128512,-0.01421766,0.11495616,4.0
128571,0.0121104,-0.10449655,4.7
128693,0.07365173,-0.15884164,3.8
129008,0.22013315,-0.02470383,4.9
129273,0.35570996,-0.14732111,3.8
129824,0.5969786,-0.05591545,2.0
130196,0.75914202,-0.15875655,4.0
130386,0.8438771,-0.15715478,4.9
130527,0.90815525,-0.09154819,4.8
130563,0.91879623,-0.16801102,3.8
130685,0.96364247,-0.17333568,3.7
131018,1.08831017,-0.12159001,4.1
131062,1.10378702,-0.13490372,4.5
131345,1.19475744,-0.06027019,4.1
131467,1.23481995,-0.05837802,4.2
131567,1.26726402,-0.09660131,4.5
131699,1.30468883,-0.12646355,4.8
131793,1.33251271,-0.08987738,2.9
131823,1.33845606,-0.15388141,4.3
131906,1.36193787,-0.14412856,0.3
131951,1.37521772,-0.12037463,3.7
132027,1.392807,-0.00750991,4.6
132066,1.40296816,-0.13705232,4.2
132070,1.40482105,-0.04261309,3.4
132219,1.43749805,-0.00583914,2.5
132221,1.43775912,-0.12805321,4.6
132300,1.45123663,-0.10530919,4.7
