Star ID,Ra,De,Magnitude
45145,3.83190579,0.761698,5.9
45153,3.8346509,0.77500502,5.4
45190,3.85604835,0.70615071,5.8
45226,3.88035329,0.80488006,5.8
45288,3.91121188,0.86618179,5.7
45337,3.93548112,0.70494818,3.6
45357,3.94352476,0.83172599,4.9
45370,3.95068613,0.84039359,5.6
45497,4.01727924,0.77552474,5.9
45580,4.06194571,0.7126716,5.1
45590,4.06567126,0.71382977,5.0
45643,4.09204144,0.70430091,5.4
45650,4.09397665,0.81677453,5.8
45772,4.15683112,0.74092014,4.6
45788,4.1653636,0.7529093,5.5
45863,4.20038217,0.82449892,5.8
45865,4.2010006,0.80349354,4.6
45911,4.22705539,0.7842622,4.3
46028,4.2749254,0.80832083,3.9
46108,4.31376458,0.7309754,5.0
46147,4.32748999,0.79584294,5.5
46161,4.33759385,0.740666,4.3
46184,4.34668323,0.81355997,6.0
46210,4.35785945,0.85396236,5.1
46305,4.40362925,0.8025597,4.9
46524,4.49227125,0.71169422,5.1
46561,4.50151314,0.86824521,6.0
46645,4.53939245,0.80705649,5.8
46664,4.54539071,0.69768698,5.7
46723,4.5672538,0.84229721,5.8
46792,4.59510613,0.71983414,5.8
46838,4.61040699,0.84798014,5.5
46872,4.6227877,0.80296214,3.8
47037,4.68315908,0.69827065,5.1
47121,4.71210653,0.79414895,5.9
47237,4.74502555,0.75855136,5.1
47342,4.78066095,0.7358184,5.4
47417,4.80639161,0.85733496,5.1
47919,4.95383514,0.76700482,4.3
48011,4.98046952,0.81916665,5.1
48601,5.12553663,0.7402415,5.3
48649,5.13402424,0.78007476,5.2
48691,5.14628227,0.74731959,5.4
48718,5.1523763,0.79455663,5.0
48796,5.17043137,0.78767999,3.0
49011,5.22390637,0.70454928,5.4
49098,5.24192246,0.8744914,5.3
49332,5.29402134,0.81708801,5.0
49337,5.29546712,0.8157906,4.0
49385,5.30349607,0.83277275,4.2
49528,5.33297788,0.70261196,2.3
49712,5.36714583,0.85436747,4.9
49941,5.41676969,0.79029134,1.3
50099,5.44952515,0.8048452,4.9
50121,5.45451287,0.76898097,5.1
50180,5.46831704,0.77470502,4.7
50274,5.48545421,0.71850347,4.0
50335,5.49702807,0.82939777,4.9
50424,5.51930305,0.76668566,3.9
50456,5.52659308,0.83162175,4.9
50690,5.57830129,0.76700133,5.1
50867,5.61498695,0.85233377,5.3
51035,5.64605679,0.79572746,4.2
51079,5.6550392,0.7919384,5.1
51101,5.65900888,0.70534956,5.1
51293,5.70196267,0.86061502,4.3
51650,5.78591068,0.78564959,5.3
51904,5.85132969,0.81221767,4.7
51970,5.86655769,0.86352603,4.6
52055,5.88844361,0.83264146,4.6
52079,5.89261262,0.75264687,4.5
52251,5.93636337,0.7727677,4.6
52436,5.98662791,0.75594627,5.2
52516,6.0058258,0.8680141,5.1
52526,6.00862785,0.84969803,5.2
52609,6.02976859,0.7387283,3.6
52623,6.03275514,0.74626478,5.1
52649,6.03963654,0.8735737,4.9
52787,6.07614788,0.86230275,4.6
52871,6.09881134,0.85547876,5.0
53204,6.18529103,0.81084822,4.0
53216,6.18778968,0.75517061,4.3
53264,6.19770163,0.77377257,4.3
53355,6.22224874,0.81018722,5.1
53777,0.07457734,0.6751205,4.4
53798,0.0799707,0.6420246,4.5
53803,0.08132325,0.5500794,5.8
53820,0.08904379,0.53993263,5.8
53825,0.09057881,0.57441093,6.0
53828,0.09216007,0.66267766,5.2
53860,0.10486564,0.67330076,5.6
54033,0.16092437,0.58851324,4.5
54038,0.16298088,0.61783802,5.6
54058,0.17160252,0.5386265,3.5
54079,0.17942057,0.68868273,5.4
54281,0.2476348,0.67193998,3.9
54374,0.27409487,0.55509121,5.5
54471,0.30426485,0.62169564,2.4
54493,0.31028805,0.54846482,5.0
54655,0.36510724,0.65825141,5.5
54912,0.44531247,0.61515157,5.5
55107,0.50682463,0.65016438,5.8
55218,0.53653996,0.58091519,5.4
55289,0.56063488,0.66076687,4.8
55306,0.56524051,0.610643,3.1
55347,0.57757883,0.52888674,5.4
55397,0.59313917,0.58222056,5.3
55420,0.59801089,0.59732633,5.1
55427,0.59914746,0.59074625,4.1
55635,0.66367367,0.63088945,5.4
55687,0.67972015,0.60541312,5.6
55793,0.70794445,0.70151478,5.0
55928,0.74430933,0.66878724,4.3
55946,0.74837515,0.61190676,4.7
55975,0.75795162,0.66911725,5.3
56031,0.77356221,0.55735645,5.2
56047,0.77999441,0.69224572,4.6
56052,0.78130144,0.61406186,5.0
56138,0.80798505,0.67789083,3.7
56224,0.83465943,0.69135241,4.8
56285,0.85233976,0.53331672,5.5
56340,0.86712335,0.59729661,4.9
56628,0.96486652,0.65589643,5.6
56646,0.9702974,0.5928004,5.0
56673,0.97877606,0.56353671,3.9
56675,0.97966836,0.63635073,5.6
56727,1.00157523,0.57755272,5.1
56799,1.02159393,0.5564737,2.9
56824,1.0318308,0.6122792,5.5
56840,1.03783241,0.69830943,3.0
56856,1.04268224,0.6246705,4.0
57006,1.08476525,0.66391937,5.6
57171,1.13625639,0.60330404,5.1
57212,1.15403737,0.59568975,5.6
57229,1.16110188,0.54871222,5.3
57447,1.2649745,0.65429359,5.1
57475,1.27685197,0.64059009,5.0
57522,1.29587883,0.57885735,2.9
57548,1.30575099,0.66130816,5.0
57755,1.36758917,0.67168031,4.8
57799,1.37622069,0.57050784,5.1
57853,1.38831379,0.58244498,4.8
57906,1.39632812,0.59267721,5.2
57981,1.41656376,0.65249876,5.2
58051,1.42963548,0.60171506,5.3
58164,1.45179978,0.56185746,4.9
58280,1.47757262,0.53219287,5.5
58465,1.5235611,0.68384065,4.6
58496,1.53170648,0.65110666,5.0
58502,1.53366343,0.68327032,4.2
58636,1.56958187,0.649479,2.7
58749,1.59952881,0.67164934,5.3
58852,1.62462766,0.57060796,6.0
59128,1.69544876,0.53220369,5.0
59194,1.71240107,0.56644438,5.6
59280,1.73026604,0.67099707,5.1
59316,1.73947774,0.68749959,5.7
59319,1.74017893,0.69642981,5.3
59521,1.78759989,0.56910009,5.8
59570,1.80113165,0.59273505,3.6
59631,1.81954443,0.58784405,6.0
59773,1.85961748,0.60168403,5.6
59858,1.88120081,0.52787944,4.5
59866,1.88345155,0.68627267,5.1
60010,1.92878335,0.64159302,5.2
60118,1.95961721,0.55474132,4.2
60198,1.98356626,0.55655903,1.6
60243,2.00079048,0.61171327,5.6
60247,2.00348854,0.60361199,4.9
60328,2.03616408,0.6548023,5.5
60340,2.03987851,0.58321399,5.3
60890,2.23801934,0.6635114,6.0
60907,2.2459363,0.63564072,5.8
61125,2.33108226,0.53371063,5.6
61146,2.34285959,0.57439416,5.5
61177,2.35420503,0.56581034,5.6
61202,2.36230852,0.56290999,5.8
61254,2.38468401,0.6711172,4.7
61306,2.40264097,0.54040756,5.3
61387,2.43662355,0.6172194,5.8
61391,2.43841913,0.64232717,3.8
61414,2.44806368,0.60026314,3.3
61540,2.49381327,0.61266472,5.5
61570,2.50552072,0.63525728,4.6
61578,2.50919296,0.6915233,5.0
