# row col id
1013.21	272.22	-1.00
402.88	848.80	-1.00
213.95	670.78	-1.00
114.29	501.13	-1.00
695.56	409.58	37362.00
542.54	160.89	37228.00
752.80	455.36	37418.00
317.64	63.68	-1.00
323.99	290.09	-1.00
689.80	204.42	37406.00
741.50	317.00	37434.00
480.19	162.09	37155.00
840.65	806.80	54912.00
454.22	1130.40	-1.00
