# row col id
800.81	869.78	54471.00
382.30	1205.64	54058.00
350.56	1009.80	54033.00
617.41	683.59	54281.00
742.27	81.51	-1.00
97.80	661.00	53777.00
105.45	790.99	53798.00
458.68	21.00	36620.00
902.17	184.16	37155.00
523.31	511.14	36699.00
965.89	184.46	37228.00
261.17	282.99	36390.00
362.90	279.37	36509.00
444.36	107.55	36602.00
412.88	621.12	54079.00
740.46	307.74	-1.00
273.59	1017.27	-1.00
641.63	261.00	-1.00
777.94	431.62	-1.00
358.93	895.90	-1.00
840.42	1154.58	54493.00
56.80	151.23	-1.00
434.82	499.75	-1.00
788.38	208.94	-1.00
