# row col id
475.72	867.82	54471.00
57.29	1206.37	-1.00
292.69	682.11	54281.00
787.69	440.20	37362.00
419.26	80.97	36972.00
530.45	1241.38	74546.00
24.99	1009.77	-1.00
199.28	509.20	36699.00
843.08	488.42	-1.00
38.89	275.65	36509.00
836.70	349.00	37434.00
788.71	234.80	37406.00
416.05	307.01	36950.00
515.02	1151.00	54493.00
578.45	184.83	37155.00
1000.72	449.55	-1.00
641.50	185.07	37228.00
88.30	619.10	54079.00
135.58	16.84	36620.00
649.54	709.04	54655.00
394.89	1132.90	54374.00
454.19	430.83	-1.00
1004.50	120.00	-1.00
