# row col id
676.53	1207.47	54058.00
912.32	685.59	54281.00
645.31	1011.25	54033.00
393.27	662.93	53777.00
818.31	513.01	36699.00
400.93	791.91	53798.00
752.71	22.25	-1.00
555.20	284.95	36390.00
708.02	623.07	54079.00
738.10	109.04	-1.00
443.61	715.01	53828.00
351.85	155.25	-1.00
1036.32	308.27	36950.00
539.27	1280.00	74041.00
729.00	501.50	-1.00
653.50	897.00	-1.00
