# row col id
891.70	870.74	54471.00
472.53	1205.84	54058.00
707.68	684.56	54281.00
440.68	1010.36	54033.00
833.88	81.60	36972.00
188.85	661.05	53777.00
196.04	791.05	53798.00
454.20	280.72	36509.00
549.70	22.18	36620.00
352.58	283.00	36390.00
614.39	512.63	36699.00
993.72	184.22	37155.00
147.83	152.86	36123.00
535.57	108.50	36602.00
336.00	1278.96	74041.00
449.23	896.10	-1.00
238.79	713.00	53828.00
666.89	759.18	-1.00
503.10	622.57	54079.00
832.28	308.39	36950.00
868.61	432.94	-1.00
900.21	727.36	-1.00
732.70	261.10	-1.00
